Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
"Raul,73,92,84,Jeraldine Luque,2.0,7,0.0,2,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",83.0,Low,Optimal,Low,0.73,0.9036144578313252,0.8222222222222222,Excellent"
Brad,53,39,37,Elza Prager,3.0,5,0.0,1,0,1,State Education Practices (School Choice),43.0,Medium,Insufficient,Low,0.53,0.2650602409638554,0.3,Poor
"Ben,68,77,80,Jodee Grimm,2.0,6,0.0,2,1,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",75.0,Low,Insufficient,Low,0.68,0.7228915662650603,0.7777777777777778,Average"
Sherri,55,46,43,Alba Mcpherson,1.0,7,0.0,2,0,0,Parent Involvement Toolkit,48.0,Low,Optimal,Low,0.55,0.3493975903614458,0.3666666666666667,Poor
"Andres,87,89,94,Tinisha Addington,3.0,8,0.0,1,1,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",90.0,Medium,Optimal,Low,0.87,0.8674698795180723,0.9333333333333332,Excellent"
Susie,55,47,44,Myrtice Andino,1.0,5,0.0,1,0,0,Back to Top ,48.66666666666666,Low,Insufficient,Low,0.55,0.3614457831325302,0.3777777777777778,Poor
"Fannie,53,58,57,Kathern Gebo,3.0,6,0.0,2,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",56.0,Medium,Insufficient,Low,0.53,0.4939759036144578,0.5222222222222221,Average"
Sidney,67,57,59,Almeta Razo,2.0,9,0.0,1,0,1,Learn More: Go to About the NHES,61.0,Low,Oversleep,Low,0.67,0.4819277108433735,0.5444444444444444,Average
Zoey,92,79,84,Jared Threlkeld,2.0,8,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,85.0,Low,Optimal,Low,0.92,0.746987951807229,0.8222222222222222,Excellent
"Miles,53,66,73,Lashawna Hough,3.0,7,0.0,2,1,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",64.0,Medium,Optimal,Low,0.53,0.5903614457831325,0.7,Average"
Breanna,81,71,73,Kristi Tow,2.0,6,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,75.0,Low,Insufficient,Low,0.81,0.6506024096385543,0.7,Average
"Monique,61,60,55,Luther Lefevers,2.0,9,0.0,2,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",58.66666666666666,Low,Oversleep,Low,0.61,0.5180722891566265,0.5,Average"
Hugh,80,73,72,Wilmer Larkin,4.0,8,0.0,1,0,1,NCES Annual Reports,75.0,Medium,Optimal,Low,0.8,0.674698795180723,0.6888888888888889,Average
Lula,37,57,56,Cammy Scalf,2.0,7,0.0,2,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,50.0,Low,Optimal,Low,0.37,0.4819277108433735,0.5111111111111111,Poor
Iris,81,84,82,Deedee Prokop,2.0,8,0.0,1,0,0,Longitudinal Studies,82.33333333333333,Low,Optimal,Low,0.81,0.8072289156626508,0.7999999999999999,Excellent
"Mathew,59,73,72,Leandra Allinder,2.0,7,0.0,1,1,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",68.0,Low,Optimal,Low,0.59,0.674698795180723,0.6888888888888889,Average"
Byron,55,55,47,Terrilyn Maly,3.0,8,0.0,2,0,1,State Education Practices (School Choice),52.333333333333336,Medium,Optimal,Low,0.55,0.4578313253012048,0.4111111111111111,Average
"Jodi,72,79,74,Riley Wimbish,2.0,9,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",75.0,Low,Oversleep,Low,0.72,0.746987951807229,0.7111111111111111,Average"
Tim,69,64,68,Filiberto Alverson,3.0,7,0.0,1,0,1,Parent Involvement Toolkit,67.0,Medium,Optimal,Low,0.6900000000000001,0.5662650602409639,0.6444444444444444,Average
"Elias,50,60,59,Elyse Kendig,4.0,6,0.0,2,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",56.333333333333336,Medium,Insufficient,Low,0.5,0.5180722891566265,0.5444444444444444,Average"
Rick,87,84,86,Alysha Ohern,3.0,6,0.0,1,1,1,Back to Top ,85.66666666666667,Medium,Insufficient,Low,0.87,0.8072289156626508,0.8444444444444444,Excellent
"Wallace,71,69,68,Armando Fortney,1.0,7,0.0,1,1,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",69.33333333333333,Low,Optimal,Low,0.71,0.6265060240963856,0.6444444444444444,Average"
Harper,68,72,65,Lavona Shoup,3.0,8,0.0,1,0,0,Learn More: Go to About the NHES,68.33333333333333,Medium,Optimal,Low,0.68,0.6626506024096386,0.611111111111111,Average
Summer,79,77,75,Quentin Wroten,2.0,6,0.0,2,1,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,77.0,Low,Insufficient,Low,0.79,0.7228915662650603,0.7222222222222222,Excellent
"Grayson,77,90,85,Coral Bow,1.0,9,0.0,1,1,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",84.0,Low,Oversleep,Low,0.77,0.8795180722891568,0.8333333333333334,Excellent"
Dalton,58,55,53,Lorrie Bradley,2.0,6,0.0,2,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,55.333333333333336,Low,Insufficient,Low,0.58,0.4578313253012048,0.4777777777777778,Average
"Lynda,84,95,92,Eliana Zych,2.0,7,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",90.33333333333331,Low,Optimal,Low,0.84,0.9397590361445785,0.9111111111111112,Excellent"
Harrison,55,58,52,Brigida Edgar,3.0,8,0.0,1,0,1,NCES Annual Reports,55.0,Medium,Optimal,Low,0.55,0.4939759036144578,0.4666666666666667,Average
Krista,70,68,72,Kourtney Fannin,4.0,7,0.0,2,1,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,70.0,Medium,Optimal,Low,0.7000000000000001,0.6144578313253013,0.6888888888888889,Average
Hilda,52,59,65,Peg Mcelyea,3.0,8,0.0,2,1,0,Longitudinal Studies,58.66666666666666,Medium,Optimal,Low,0.52,0.5060240963855422,0.611111111111111,Average
"Tyrone,69,77,77,Elizabet Bodine,3.0,8,0.0,1,1,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",74.33333333333333,Medium,Optimal,Low,0.6900000000000001,0.7228915662650603,0.7444444444444445,Average"
Jaxon,53,72,64,Fannie Bostic,2.0,7,0.0,2,0,1,State Education Practices (School Choice),63.0,Low,Optimal,Low,0.53,0.6626506024096386,0.6,Average
"Rafael,48,58,54,Carolann Dupler,1.0,6,0.0,1,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",53.333333333333336,Low,Insufficient,Low,0.48,0.4939759036144578,0.4888888888888889,Average"
Gabriela,78,81,86,Devora Mcguire,1.0,7,0.0,1,1,0,Parent Involvement Toolkit,81.66666666666667,Low,Optimal,Low,0.78,0.7710843373493976,0.8444444444444444,Excellent
"Nevaeh,62,62,63,Myrtie Splawn,2.0,8,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",62.333333333333336,Low,Optimal,Low,0.62,0.5421686746987953,0.5888888888888889,Average"
Sheryl,60,63,59,Riva Cha,3.0,7,0.0,1,0,0,Back to Top ,60.66666666666666,Medium,Optimal,Low,0.6,0.5542168674698795,0.5444444444444444,Average
"Drew,74,72,72,Albert Redd,2.0,6,0.0,1,0,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",72.66666666666667,Low,Insufficient,Low,0.74,0.6626506024096386,0.6888888888888889,Average"
Kristi,58,75,77,Harley Mcmeen,2.0,6,0.0,1,1,0,Learn More: Go to About the NHES,70.0,Low,Insufficient,Low,0.58,0.6987951807228916,0.7444444444444445,Average
Rosie,76,62,60,Malika Alanis,2.0,7,0.0,1,1,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,66.0,Low,Optimal,Low,0.76,0.5421686746987953,0.5555555555555556,Average
"Elena,68,71,75,Arcelia Eubanks,1.0,9,0.0,1,0,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",71.33333333333333,Low,Oversleep,Low,0.68,0.6506024096385543,0.7222222222222222,Average"
Angelo,58,60,57,Mandie Benito,3.0,7,0.0,2,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,58.333333333333336,Medium,Optimal,Low,0.58,0.5180722891566265,0.5222222222222221,Average
"Eunice,52,48,49,Terry Cleary,2.0,8,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",49.66666666666666,Low,Optimal,Low,0.52,0.3734939759036145,0.4333333333333334,Poor"
Shelley,75,73,74,Nicolas China,4.0,9,0.0,1,0,0,NCES Annual Reports,74.0,Medium,Oversleep,Low,0.75,0.674698795180723,0.7111111111111111,Average
Nelson,52,67,72,Claud Linley,1.0,7,0.0,2,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,63.66666666666666,Low,Optimal,Low,0.52,0.6024096385542169,0.6888888888888889,Average
Antoinette,62,78,79,Rae Luciani,4.0,8,0.0,2,0,0,Longitudinal Studies,73.0,Medium,Optimal,Low,0.62,0.7349397590361446,0.7666666666666666,Average
"Dwayne,66,65,60,Ines Scalf,3.0,9,0.0,1,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",63.66666666666666,Medium,Oversleep,Low,0.66,0.5783132530120483,0.5555555555555556,Average"
Dwight,49,58,55,Tera Durante,1.0,5,0.0,2,0,1,State Education Practices (School Choice),54.0,Low,Insufficient,Low,0.49,0.4939759036144578,0.5,Average
"Kelli,66,72,70,Markus Kump,2.0,7,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",69.33333333333333,Low,Optimal,Low,0.66,0.6626506024096386,0.6666666666666666,Average"
Julius,35,44,43,Clare Hakes,3.0,8,0.0,2,0,1,Parent Involvement Toolkit,40.66666666666666,Medium,Optimal,Low,0.35,0.3253012048192771,0.3666666666666667,Poor
"Trinity,94,85,82,Celestine Metheny,2.0,7,0.0,1,1,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",87.0,Low,Optimal,Low,0.94,0.819277108433735,0.7999999999999999,Excellent"
Shaun,46,56,57,Jerrell Goold,2.0,8,0.0,2,0,1,Back to Top ,53.0,Low,Optimal,Low,0.46,0.4698795180722892,0.5222222222222221,Average
"Meredith,77,90,84,Eneida Koeppel,2.0,7,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",83.66666666666667,Low,Optimal,Low,0.77,0.8795180722891568,0.8222222222222222,Excellent"
Kaleb,76,85,82,Ailene Eddleman,2.0,5,0.0,2,1,1,Learn More: Go to About the NHES,81.0,Low,Insufficient,Low,0.76,0.819277108433735,0.7999999999999999,Excellent
Sergio,52,59,62,Cora Leeds,2.0,6,0.0,1,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,57.66666666666666,Low,Insufficient,Low,0.52,0.5060240963855422,0.5777777777777777,Average
"Collin,91,81,79,Mirian Orman,4.0,7,0.0,1,1,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",83.66666666666667,Medium,Optimal,Low,0.91,0.7710843373493976,0.7666666666666666,Excellent"
Rebekah,32,51,44,Rachel Rink,1.0,8,0.0,1,1,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,42.333333333333336,Low,Optimal,Low,0.32,0.4096385542168674,0.3777777777777778,Poor
"Greg,72,79,77,Natalya Falgoust,1.0,5,0.0,2,0,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",76.0,Low,Insufficient,Low,0.72,0.746987951807229,0.7444444444444445,Excellent"
Emmanuel,19,38,32,Garnett Calderone,3.0,6,0.0,1,0,1,NCES Annual Reports,29.666666666666668,Medium,Insufficient,Low,0.19,0.2530120481927711,0.2444444444444444,Poor
Mamie,68,65,61,Dorethea Dudding,2.0,9,0.0,2,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,64.66666666666667,Low,Oversleep,Low,0.68,0.5783132530120483,0.5666666666666667,Average
Willard,52,65,61,Jaimie Siemers,2.0,6,0.0,2,0,1,Longitudinal Studies,59.333333333333336,Low,Insufficient,Low,0.52,0.5783132530120483,0.5666666666666667,Average
"Ramon,48,62,60,Milton Sabol,2.0,7,0.0,1,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",56.66666666666666,Low,Optimal,Low,0.48,0.5421686746987953,0.5555555555555556,Average"
Perry,60,66,70,Betsey Gallman,3.0,8,0.0,2,0,1,State Education Practices (School Choice),65.33333333333333,Medium,Optimal,Low,0.6,0.5903614457831325,0.6666666666666666,Average
"Bianca,66,74,69,Molly Mckinzie,2.0,7,0.0,2,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",69.66666666666667,Low,Optimal,Low,0.66,0.6867469879518073,0.6555555555555556,Average"
Kristy,89,84,77,Carrol Harrelson,1.0,8,0.0,1,1,0,Parent Involvement Toolkit,83.33333333333333,Low,Optimal,Low,0.89,0.8072289156626508,0.7444444444444445,Excellent
"Candice,42,52,51,Dylan Mcbay,2.0,7,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",48.333333333333336,Low,Optimal,Low,0.42,0.4216867469879518,0.4555555555555555,Poor"
Jaden,57,68,73,Veta Fultz,2.0,6,0.0,2,1,1,Back to Top ,66.0,Low,Insufficient,Low,0.5700000000000001,0.6144578313253013,0.7,Average
"Belinda,70,70,70,Mariette Whitten,2.0,9,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",70.0,Low,Oversleep,Low,0.7000000000000001,0.6385542168674699,0.6666666666666666,Average"
Gracie,70,84,81,Xenia Parrales,2.0,8,0.0,2,0,0,Learn More: Go to About the NHES,78.33333333333333,Low,Optimal,Low,0.7000000000000001,0.8072289156626508,0.7888888888888889,Excellent
Devon,69,60,54,Erwin Ohlinger,3.0,7,0.0,1,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,61.0,Medium,Optimal,Low,0.6900000000000001,0.5180722891566265,0.4888888888888889,Average
"Ted,52,55,57,Zetta Haan,2.0,6,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",54.66666666666666,Low,Insufficient,Low,0.52,0.4578313253012048,0.5222222222222221,Average"
Terrence,67,73,68,Rusty Twiggs,1.0,8,0.0,1,1,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,69.33333333333333,Low,Optimal,Low,0.67,0.674698795180723,0.6444444444444444,Average
"Janie,76,80,73,Zachary Pitre,1.0,7,0.0,1,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",76.33333333333333,Low,Optimal,Low,0.76,0.7590361445783133,0.7,Excellent"
Stuart,87,94,95,Stacy Andrzejewski,2.0,8,0.0,1,0,1,NCES Annual Reports,92.0,Low,Optimal,Low,0.87,0.927710843373494,0.9444444444444444,Excellent
Armando,82,85,87,Julie Heineman,3.0,7,0.0,1,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,84.66666666666667,Medium,Optimal,Low,0.8200000000000001,0.819277108433735,0.8555555555555555,Excellent
Rosalie,73,76,78,Yuriko Temme,3.0,6,0.0,1,0,0,Longitudinal Studies,75.66666666666667,Medium,Insufficient,Low,0.73,0.710843373493976,0.7555555555555555,Excellent
"Marco,75,81,74,Deidra Hufford,3.0,7,0.0,2,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",76.66666666666667,Medium,Optimal,Low,0.75,0.7710843373493976,0.7111111111111111,Excellent"
Cesar,64,74,75,Anisa Gordillo,3.0,9,0.0,2,0,1,State Education Practices (School Choice),71.0,Medium,Oversleep,Low,0.64,0.6867469879518073,0.7222222222222222,Average
"Ayden,41,45,40,Luna Gleaton,2.0,7,0.0,2,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",42.0,Low,Optimal,Low,0.41,0.3373493975903615,0.3333333333333333,Poor"
Ashton,90,75,69,Laci Pasko,2.0,7,0.0,1,0,1,Parent Involvement Toolkit,78.0,Low,Optimal,Low,0.9,0.6987951807228916,0.6555555555555556,Excellent
"Irma,59,54,51,Julene Kohr,4.0,8,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",54.66666666666666,Medium,Optimal,Low,0.59,0.4457831325301205,0.4555555555555555,Average"
Peyton,51,31,36,Felicita Bemis,1.0,5,0.0,1,0,0,Back to Top ,39.333333333333336,Low,Insufficient,Low,0.51,0.1686746987951807,0.2888888888888889,Poor
"Wade,45,47,49,Hollis Okeefe,2.0,7,0.0,2,0,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",47.0,Low,Optimal,Low,0.45,0.3614457831325302,0.4333333333333334,Poor"
Terrance,54,64,67,Margherita Ceron,2.0,8,0.0,1,1,1,Learn More: Go to About the NHES,61.66666666666666,Low,Optimal,Low,0.54,0.5662650602409639,0.6333333333333333,Average
Erick,87,84,76,Doyle Kegler,1.0,9,0.0,1,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,82.33333333333333,Low,Oversleep,Low,0.87,0.8072289156626508,0.7333333333333333,Excellent
"Freddie,72,80,83,Kris Zuniga,2.0,8,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",78.33333333333333,Low,Optimal,Low,0.72,0.7590361445783133,0.8111111111111111,Excellent"
Beulah,94,86,87,Ladawn Reitz,1.0,7,0.0,1,1,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,89.0,Low,Optimal,Low,0.94,0.8313253012048193,0.8555555555555555,Excellent
"Felix,45,59,64,Isaiah Frink,4.0,6,0.0,1,0,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",56.0,Medium,Insufficient,Low,0.45,0.5060240963855422,0.6,Average"
Kennedy,61,70,76,Demetrius Meadow,4.0,5,0.0,2,1,0,NCES Annual Reports,69.0,Medium,Insufficient,Low,0.61,0.6385542168674699,0.7333333333333333,Average
Ariel,77,91,88,Otelia Montoya,1.0,1,0.0,1,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,85.33333333333333,Low,Insufficient,Low,0.77,0.8915662650602411,0.8666666666666667,Excellent
Brody,85,90,92,Florene Chartrand,1.0,0,0.0,1,1,1,Longitudinal Studies,89.0,Low,Insufficient,Low,0.85,0.8795180722891568,0.9111111111111112,Excellent
"Virgil,78,90,93,Olene Fink,4.0,7,0.0,2,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",87.0,Medium,Optimal,Low,0.78,0.8795180722891568,0.9222222222222224,Excellent"
Adrienne,49,52,51,Gerardo Mazurek,3.0,7,0.0,2,1,0,State Education Practices (School Choice),50.66666666666666,Medium,Optimal,Low,0.49,0.4216867469879518,0.4555555555555555,Average
"Roman,71,87,82,Victor Brunswick,2.0,8,0.0,2,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",80.0,Low,Optimal,Low,0.71,0.8433734939759038,0.7999999999999999,Excellent"
Morris,48,58,52,Sheilah Izaguirre,1.0,6,0.0,2,0,1,Parent Involvement Toolkit,52.66666666666666,Low,Insufficient,Low,0.48,0.4939759036144578,0.4666666666666667,Average
"Robyn,62,67,58,Jenae Newbold,2.0,7,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",62.333333333333336,Low,Optimal,Low,0.62,0.6024096385542169,0.5333333333333333,Average"
Clifton,56,68,70,Jospeh Foushee,2.0,7,0.0,2,1,1,Back to Top ,64.66666666666667,Low,Optimal,Low,0.56,0.6144578313253013,0.6666666666666666,Average
"Kent,65,69,76,Peggie Pankey,1.0,8,0.0,1,0,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",70.0,Low,Optimal,Low,0.65,0.6265060240963856,0.7333333333333333,Average"
Jonathon,69,86,81,Coralee Basel,1.0,7,0.0,2,1,1,Learn More: Go to About the NHES,78.66666666666667,Low,Optimal,Low,0.6900000000000001,0.8313253012048193,0.7888888888888889,Excellent
Kirk,61,60,57,Elidia Stutts,3.0,7,0.0,2,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,59.333333333333336,Medium,Optimal,Low,0.61,0.5180722891566265,0.5222222222222221,Average
"Sandy,74,86,89,Ria Atkins,4.0,6,0.0,2,1,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",83.0,Medium,Insufficient,Low,0.74,0.8313253012048193,0.8777777777777778,Excellent"
Jeannette,64,60,58,Claudio Dibella,4.0,7,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,60.66666666666666,Medium,Optimal,Low,0.64,0.5180722891566265,0.5333333333333333,Average
"Alberta,77,82,89,Vernell Millican,2.0,8,0.0,1,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",82.66666666666667,Low,Optimal,Low,0.77,0.783132530120482,0.8777777777777778,Excellent"
Elise,58,50,45,Renato Carraway,3.0,9,0.0,1,0,0,NCES Annual Reports,51.0,Medium,Oversleep,Low,0.58,0.3975903614457832,0.3888888888888889,Average
